 Temperature,Magnetization,Magnetization^2,Suceptibility,Cumulant,Average
   5.00000000     ,   9.9592285156249998E-004 ,   1.7225586473941802E-004 ,   3.4252800993037234E-005 ,  -4.6148695197461009E-003 ,           5
   4.91632652     ,   1.1336303710937500E-003 ,   1.7753357142210008E-004 ,   3.5849623719235096E-005 ,   5.4525670653269409E-002 ,           5
   4.83265305     ,   8.9083251953124998E-004 ,   2.0933782011270524E-004 ,   4.3153157176179744E-005 ,  -1.0138985943380474E-002 ,           5
   4.74897957     ,   2.1862792968750001E-005 ,   1.8742567449808121E-004 ,   3.9466415504598499E-005 ,  -1.4094980747016317E-002 ,           5
   4.66530609     ,   7.3549804687499999E-004 ,   1.9701535403728485E-004 ,   4.2113935605226988E-005 ,  -1.7124541326452025E-002 ,           5
   4.58163261     ,   7.7508544921874999E-004 ,   1.9342656880617142E-004 ,   4.2086702758157849E-005 ,  -3.2877765462662190E-003 ,           5
   4.49795914     ,   5.0260009765625002E-004 ,   1.9949770718812943E-004 ,   4.4296777433495711E-005 ,   1.9473648975346425E-002 ,           5
   4.41428566     ,   2.9237060546874997E-004 ,   2.1937713474035262E-004 ,   4.9677720110369608E-005 ,  -4.6050844190094198E-002 ,           5
   4.33061218     ,   5.5528564453124997E-004 ,   2.3127973824739456E-004 ,   5.3334583263972955E-005 ,   4.4410649913907307E-002 ,           5
   4.24693871     ,   7.7386474609375002E-004 ,   2.4411290138959884E-004 ,   5.7338721355228614E-005 ,  -4.8629671661168050E-002 ,           5
   4.16326523     ,   4.8371582031250001E-004 ,   2.5206058919429781E-004 ,   6.0487763881345370E-005 ,  -5.8238446126095189E-002 ,           5
   4.07959175     ,   1.8434326171875000E-003 ,   2.8714318871498110E-004 ,   6.9552289216071245E-005 ,  -4.7241429894164577E-002 ,           5
   3.99591827     ,   1.3893920898437500E-003 ,   2.7594963461160659E-004 ,   6.8574784019029031E-005 ,  -2.0016888907700370E-002 ,           5
   3.91224480     ,   5.9484863281250003E-004 ,   2.5533503293991087E-004 ,   6.5175161187115371E-005 ,   2.2146302380645300E-002 ,           5
   3.82857132     ,   7.4168701171874998E-004 ,   2.8011407405138014E-004 ,   7.3020446802188796E-005 ,   4.7074930850956154E-002 ,           5
   3.74489784     ,   2.0046630859375000E-003 ,   3.3217577636241911E-004 ,   8.7627781465789817E-005 ,  -7.7714056252301544E-002 ,           5
   3.66122437     ,   8.1303710937500001E-004 ,   3.0244494378566742E-004 ,   8.2427049890382206E-005 ,  -4.1146759752761941E-002 ,           5
   3.57755113     ,   1.2146606445312500E-003 ,   3.4879860132932665E-004 ,   9.7084062311395824E-005 ,   2.3028061375136910E-002 ,           5
   3.49387765     ,   2.1678466796875000E-004 ,   3.5354006737470624E-004 ,   1.0117500105270031E-004 ,  -3.1470103765691260E-002 ,           5
   3.41020393     ,   1.8643798828125001E-004 ,   4.6247891038656236E-004 ,   1.3560601154760136E-004 ,  -3.0522687554080719E-002 ,           5
   3.32653046     ,   2.9828247070312502E-003 ,   4.0911908298730848E-004 ,   1.2031209704185785E-004 ,  -5.7359003689530397E-002 ,           5
   3.24285722     ,   1.0077392578125000E-003 ,   5.9889122545719149E-004 ,   1.8436693994279739E-004 ,   6.5739791199442177E-002 ,           5
   3.15918374     ,   3.1848144531250000E-004 ,   6.1503079235553744E-004 ,   1.9464818422199715E-004 ,   6.4819469101021765E-003 ,           5
   3.07551026     ,   1.3368774414062501E-003 ,   5.9679754227399831E-004 ,   1.9346718149659538E-004 ,   7.1017877159369358E-002 ,           5
   2.99183679     ,   2.1759277343749999E-003 ,   6.7700423300266267E-004 ,   2.2470127787480487E-004 ,  -2.2605917872646986E-002 ,           5
   2.90816331     ,   4.0183837890624997E-003 ,   9.1359765827655787E-004 ,   3.0859692234569419E-004 ,   6.6025002163760282E-002 ,           5
   2.82448983     ,   3.9848632812500002E-004 ,   8.5877905189990999E-004 ,   3.0399126242524525E-004 ,  -1.8654541033943373E-002 ,           5
   2.74081635     ,   1.0802294921875000E-002 ,   1.8094133824110032E-003 ,   6.1759842736254728E-004 ,  0.13965349595309728      ,           5
   2.65714288     ,   1.4964843750000000E-003 ,   1.6627735823392868E-003 ,   6.2493219238669113E-004 ,  -1.9349300797440350E-002 ,           5
   2.57346940     ,   1.4709594726562501E-002 ,   1.5675876945257187E-003 ,   5.2505600285895882E-004 ,   7.2799082025253203E-002 ,           5
   2.48979592     ,   1.5687963867187502E-002 ,   4.5477632105350493E-003 ,   1.7277122785738775E-003 , -0.13562943883273015      ,           5
   2.40612245     ,   1.4988073730468751E-002 ,   8.1470332130789760E-003 ,   3.2925966541457546E-003 ,   3.2233738882382457E-002 ,           5
   2.32244897     ,   5.7923852539062501E-002 ,   2.8780780246853828E-002 ,   1.0947757092331166E-002 ,  0.37759424331308789      ,           5
   2.23877549     ,  0.71677473144531245      ,  0.51480441133379939      ,   4.6382304792989566E-004 ,  0.66377557983599988      ,           5
   2.15510225     ,  0.83202576904296877      ,  0.69232958017140622      ,   2.9093662959447841E-005 ,  0.66624905895690700      ,           5
   2.07142854     ,  0.88417778320312501      ,  0.78161135713160035      ,  -7.6756296284716212E-005 ,  0.66663823962893232      ,           5
   1.98775530     ,  0.91546507568359370      ,  0.83786892408877611      ,  -1.0432908853499782E-004 ,  0.66669684520691463      ,           5
   1.90408158     ,  0.93753356933593746      ,  0.87872788029015059      ,  -1.2673476315092170E-004 ,  0.66673282818556612      ,           5
   1.82040811     ,  0.95376063232421870      ,  0.90940110471993685      ,  -1.4185777992793873E-004 ,  0.66674529035729857      ,           5
   1.73673487     ,  0.96589582519531247      ,  0.93268382312953468      ,  -1.5599503110968961E-004 ,  0.66675395253386505      ,           5
   1.65306115     ,  0.97526724853515623      ,  0.95086664470285176      ,  -1.6911736660476292E-004 ,  0.66675865511631849      ,           5
   1.56938791     ,  0.98225463867187501      ,  0.96453870196342473      ,  -1.8190100560007094E-004 ,  0.66676126621312015      ,           5
   1.48571444     ,  0.98750091552734376      ,  0.97486795052736996      ,  -1.9526474171194892E-004 ,  0.66676342146106538      ,           5
   1.40204072     ,  0.99155079345703123      ,  0.98287960376590489      ,  -2.0924659017117249E-004 ,  0.66676461497720618      ,           5
   1.31836748     ,  0.99454562988281248      ,  0.98882523826658730      ,  -2.2434690007359603E-004 ,  0.66676545653007058      ,           5
   1.23469377     ,  0.99662977294921873      ,  0.99297356331795450      ,  -2.4082167327901598E-004 ,  0.66676589730342473      ,           5
   1.15102053     ,  0.99810507812500004      ,  0.99591528903841975      ,  -2.5929854627049074E-004 ,  0.66676621304476036      ,           5
   1.06734705     ,  0.99909605712890626      ,  0.99789372030347590      ,  -2.8033156797285406E-004 ,  0.66676642698706046      ,           5
  0.983673573     ,  0.99965937500000002      ,  0.99901924579143520      ,  -3.0459314788270996E-004 ,  0.66676652259893032      ,           5
  0.900000095     ,   1.0000050781250001      ,  0.99971028118431571      ,  -3.3319452621981255E-004 ,  0.66676658604101724      ,           5
   5.00000000     ,   1.5238037109375000E-004 ,   1.7332458347082139E-004 ,   3.4660273255143654E-005 ,  -1.8234573308340440E-002 ,           6
   4.91632652     ,   8.3287353515624997E-004 ,   1.7385247796773909E-004 ,   3.5221176038229777E-005 ,   4.8745016459076473E-002 ,           6
   4.83265305     ,   2.6378173828124998E-004 ,   1.7626612335443497E-004 ,   3.6459588547706160E-005 ,  -6.9554409110029525E-002 ,           6
   4.74897957     ,   6.0789794921874997E-004 ,   1.8510721474885940E-004 ,   3.8900499878329956E-005 ,   1.4553251452184113E-002 ,           6
   4.66530609     ,   3.3178710937500000E-004 ,   2.0137625634670256E-004 ,   4.3141044437017833E-005 ,   2.3543731284266123E-002 ,           6
   4.58163261     ,   2.9893798828125001E-004 ,   2.0721196979284285E-004 ,   4.5207161254418302E-005 ,  -1.4821270275717335E-002 ,           6
   4.49795914     ,   3.1540527343750001E-004 ,   1.9771881699562073E-004 ,   4.3935332670173247E-005 ,  -1.8690747063399016E-006 ,           6
   4.41428566     ,   2.3287353515624999E-004 ,   2.1669972687959671E-004 ,   4.9078266994603665E-005 ,   2.9854967515458020E-002 ,           6
   4.33061218     ,   8.2679443359375004E-004 ,   2.3845323175191881E-004 ,   5.4904395181458969E-005 ,   6.4982197233957040E-003 ,           6
   4.24693871     ,   3.1082763671875000E-004 ,   2.0323341637849807E-004 ,   4.7831347918555229E-005 ,  -1.6539112138442169E-002 ,           6
   4.16326523     ,   8.2839355468750000E-004 ,   2.4273970127105713E-004 ,   5.8140293298754311E-005 ,   2.8482580552761538E-002 ,           6
   4.07959175     ,   1.1847045898437500E-003 ,   2.2816839665174484E-004 ,   5.5585187412231131E-005 ,   1.2187947058034054E-002 ,           6
   3.99591827     ,   2.2976074218750001E-004 ,   2.3638345301151275E-004 ,   5.9143018956373844E-005 ,  -1.3209924907631843E-002 ,           6
   3.91224480     ,   4.0833740234375000E-004 ,   2.9639894515275957E-004 ,   7.5719239935445371E-005 ,  -3.3391167347034623E-002 ,           6
   3.82857132     ,   5.2229003906249999E-004 ,   2.6770691275596617E-004 ,   6.9852202527923273E-005 ,   3.6463567254241158E-002 ,           6
   3.74489784     ,   1.7375976562500001E-003 ,   3.1507646441459653E-004 ,   8.3328630050297646E-005 ,   3.5376850045295893E-002 ,           6
   3.66122437     ,   1.4494995117187500E-003 ,   3.5121250897645950E-004 ,   9.5353749371969717E-005 ,   6.2172653271193146E-002 ,           6
   3.57755113     ,   1.3118408203125001E-003 ,   3.4266593754291535E-004 ,   9.5301225578315075E-005 ,  -6.5755201802715213E-003 ,           6
   3.49387765     ,   6.1656494140625005E-004 ,   3.9362064450979234E-004 ,   1.1255130690382519E-004 ,   4.0605658236584685E-002 ,           6
   3.41020393     ,   1.6240844726562501E-003 ,   4.0044438093900681E-004 ,   1.1665188964186581E-004 ,  -3.3004112654676288E-002 ,           6
   3.32653046     ,   1.4239013671875000E-003 ,   3.8716431856155393E-004 ,   1.1577733715559355E-004 ,   5.5585791437781085E-002 ,           6
   3.24285722     ,   9.8940429687500000E-004 ,   5.2912810742855067E-004 ,   1.6286537731885573E-004 ,   9.5664207769093679E-002 ,           6
   3.15918374     ,   1.4154052734375000E-004 ,   5.4715399295091624E-004 ,   1.7318839900084214E-004 ,   2.6387141434940031E-002 ,           6
   3.07551026     ,   1.5723266601562500E-003 ,   6.8327312618494029E-004 ,   2.2136193941454447E-004 ,  0.10717495515803266      ,           6
   2.99183679     ,   7.8979492187500002E-005 ,   6.6576928794384008E-004 ,   2.2252651983768160E-004 ,  -7.9664867711545684E-002 ,           6
   2.90816331     ,   4.0723876953124996E-003 ,   9.3540996909141541E-004 ,   3.1594705203359972E-004 ,   2.6236470325019412E-002 ,           6
   2.82448983     ,   6.8192016601562504E-003 ,   1.2989324644207955E-003 ,   4.4341845171805554E-004 ,  0.10081416912265662      ,           6
   2.74081635     ,   9.0080444335937492E-003 ,   1.1142180606722831E-003 ,   3.7692172740790047E-004 ,  0.13337779422793949      ,           6
   2.65714288     ,   7.8718017578124997E-003 ,   1.7179743140935898E-003 ,   6.2322921068670419E-004 ,  0.15449575617411404      ,           6
   2.57346940     ,   2.0027099609374998E-003 ,   2.6316206991672518E-003 ,   1.0210379529238249E-003 ,   5.4883731076108999E-002 ,           6
   2.48979592     ,   1.6689770507812500E-002 ,   4.8750952959060673E-003 ,   1.8461540562534932E-003 ,  0.25763784954430524      ,           6
   2.40612245     ,   2.8089562988281250E-002 ,   2.8730953082442283E-003 ,   8.6615364276968496E-004 , -0.31985299595436079      ,           6
   2.32244897     ,  0.33369106445312502      ,  0.11720552691519261      ,   2.5213903123517778E-003 ,  0.60181339358374508      ,           6
   2.23877549     ,  0.73138170166015626      ,  0.53603913861960173      ,   5.0024894212240202E-004 ,  0.66365683099277728      ,           6
   2.15510225     ,  0.83584611816406251      ,  0.69860713692307475      ,  -1.4661172653365577E-005 ,  0.66642956373134155      ,           6
   2.07142854     ,  0.88342401123046876      ,  0.78028220566958184      ,  -7.5203150970531776E-005 ,  0.66663348189853655      ,           6
   1.98775530     ,  0.91562657470703124      ,  0.83816074012964958      ,  -1.0629284751553680E-004 ,  0.66670279042895242      ,           6
   1.90408158     ,  0.93759614257812496      ,  0.87884712525904174      ,  -1.2573059231752091E-004 ,  0.66672993968953365      ,           6
   1.82040811     ,  0.95381328124999998      ,  0.90950128609240055      ,  -1.4199530125318896E-004 ,  0.66674561456669634      ,           6
   1.73673487     ,  0.96627490234375002      ,  0.93341499386429783      ,  -1.5672688431028631E-004 ,  0.66675546100256111      ,           6
   1.65306115     ,  0.97536065673828121      ,  0.95104872742146251      ,  -1.6919112611459911E-004 ,  0.66675874965281312      ,           6
   1.56938791     ,  0.98249034423828130      ,  0.96500118768066168      ,  -1.8229326797289825E-004 ,  0.66676192751150087      ,           6
   1.48571444     ,  0.98761729736328130      ,  0.97509773195236926      ,  -1.9532293513737346E-004 ,  0.66676344629091133      ,           6
   1.40204072     ,  0.99169851074218751      ,  0.98317242455184461      ,  -2.0934602884150247E-004 ,  0.66676468517273113      ,           6
   1.31836748     ,  0.99446722412109378      ,  0.98866930164247746      ,  -2.2433670278265678E-004 ,  0.66676550121792388      ,           6
   1.23469377     ,  0.99659909667968749      ,  0.99291241842210298      ,  -2.4082172981885143E-004 ,  0.66676592194278395      ,           6
   1.15102053     ,  0.99809218749999995      ,  0.99588956029117104      ,  -2.5929552014828316E-004 ,  0.66676621872174180      ,           6
   1.06734705     ,  0.99905754394531254      ,  0.99781680014431473      ,  -2.8029868520433815E-004 ,  0.66676641092197664      ,           6
  0.983673573     ,  0.99965952148437498      ,  0.99901953878700733      ,  -3.0459301918830034E-004 ,  0.66676652230661071      ,           6
  0.900000095     ,   1.0000058837890624      ,  0.99971189204156397      ,  -3.3319505922872641E-004 ,  0.66676658603587025      ,           6
   5.00000000     ,   9.2224121093749997E-004 ,   1.6547077000141143E-004 ,   3.2924048720658542E-005 ,   8.3632426212669753E-002 ,           7
   4.91632652     ,   7.8754882812500000E-004 ,   1.7218120098114013E-004 ,   3.4896170806918596E-005 ,  -3.4533946349908584E-002 ,           7
   4.83265305     ,   8.4483642578124995E-004 ,   1.8800770193338394E-004 ,   3.8755927770878614E-005 ,   1.5997666236989838E-003 ,           7
   4.74897957     ,   7.1838378906250003E-005 ,   2.0612844675779341E-004 ,   4.3403701326467872E-005 ,   3.0146445250378018E-002 ,           7
   4.66530609     ,   1.2627563476562500E-003 ,   2.0245469957590103E-004 ,   4.3054013130177119E-005 ,   8.1702785736270656E-004 ,           7
   4.58163261     ,   5.8043212890625002E-004 ,   1.9637302309274675E-004 ,   4.2787394090569133E-005 ,  -7.9578601650827085E-002 ,           7
   4.49795914     ,   2.2842529296874998E-003 ,   2.2146333158016204E-004 ,   4.8076362532755604E-005 ,   2.0603241354396729E-002 ,           7
   4.41428566     ,   6.3171386718749995E-005 ,   2.2036125510931014E-004 ,   4.9919120501166622E-005 ,   1.8696628675660465E-002 ,           7
   4.33061218     ,   8.3519287109374998E-004 ,   2.0861332863569260E-004 ,   4.8010713654290431E-005 ,   6.4050502928773345E-002 ,           7
   4.24693871     ,   7.5433349609375000E-004 ,   2.2968877404928208E-004 ,   5.3949390655053670E-005 ,  -7.3091469039305856E-003 ,           7
   4.16326523     ,   1.5922851562500000E-004 ,   2.2297324836254121E-004 ,   5.3551210117905689E-005 ,   3.6349279304238591E-002 ,           7
   4.07959175     ,   1.2654663085937500E-003 ,   2.4345085173845291E-004 ,   5.9282757173677923E-005 ,   8.1266057843619177E-002 ,           7
   3.99591827     ,   3.4439697265624999E-004 ,   2.7382448166608813E-004 ,   6.8496366036214566E-005 ,   4.2668083859903061E-002 ,           7
   3.91224480     ,   2.4624023437499999E-004 ,   2.9207591712474825E-004 ,   7.4641361883469675E-005 ,   5.4260870487424673E-002 ,           7
   3.82857132     ,   1.1083740234375001E-003 ,   2.8004266321659090E-004 ,   7.2824602409575341E-005 ,   7.5499906263141181E-003 ,           7
   3.74489784     ,   4.1193847656250001E-004 ,   3.2191520035266874E-004 ,   8.5915693378173461E-005 , -0.16413428977074362      ,           7
   3.66122437     ,   2.5503662109375002E-003 ,   3.3618835508823395E-004 ,   9.0047471607220128E-005 ,  -5.9039966806695876E-002 ,           7
   3.57755113     ,   3.3366210937500001E-003 ,   3.8221404254436492E-004 ,   1.0372486218673368E-004 , -0.10630251597588791      ,           7
   3.49387765     ,   3.8414306640625000E-004 ,   3.8489556163549425E-004 ,   1.1012062747860400E-004 ,  -1.5800784689923297E-004 ,           7
   3.41020393     ,   3.9316406250000001E-004 ,   3.9449046850204467E-004 ,   1.1563410884904559E-004 ,   5.2870160182412862E-002 ,           7
   3.32653046     ,   4.5878906250000000E-004 ,   4.1361347734928132E-004 ,   1.2427452903175987E-004 ,   5.0576673886451373E-002 ,           7
   3.24285722     ,   9.4206542968749995E-004 ,   5.2425088882446290E-004 ,   1.6138958467901534E-004 ,   9.6332619615400183E-002 ,           7
   3.15918374     ,   6.5891113281250002E-004 ,   4.8222598731517794E-004 ,   1.5250516467611502E-004 ,   2.0777956130188291E-002 ,           7
   3.07551026     ,   7.2533691406250003E-003 ,   7.0178678929805761E-004 ,   2.1107893366471302E-004 ,   4.8576842312298751E-002 ,           7
   2.99183679     ,   7.6846557617187500E-003 ,   8.4423563033342362E-004 ,   2.6244134491683633E-004 ,   1.4894640328687814E-002 ,           7
   2.90816331     ,   3.3753662109374999E-004 ,   7.7660529464483260E-004 ,   2.6700404290688003E-004 ,  -9.9517609442703492E-002 ,           7
   2.82448983     ,   2.3232543945312500E-003 ,   1.0197482421994209E-003 ,   3.5912704776927231E-004 ,   6.7567888935150977E-002 ,           7
   2.74081635     ,   7.0775146484374999E-003 ,   1.5463020384311676E-003 ,   5.4589972013730946E-004 ,  -8.5307272495185549E-002 ,           7
   2.65714288     ,   9.3264892578125008E-003 ,   1.1040986180305482E-003 ,   3.8278529509845572E-004 ,  0.13029736199864284      ,           7
   2.57346940     ,   1.6443884277343751E-002 ,   2.6214822754263879E-003 ,   9.1358421180316729E-004 ,  0.22429637511304890      ,           7
   2.48979592     ,   1.8481079101562499E-002 ,   4.7127221971750262E-003 ,   1.7556346120184867E-003 ,  0.26043191109448638      ,           7
   2.40612245     ,   8.8395886230468748E-002 ,   1.2037808381021023E-002 ,   1.7555114906651250E-003 ,  0.34221550593984806      ,           7
   2.32244897     ,  0.31522204589843750      ,  0.12422876129150391      ,   1.0705863952012850E-002 ,  0.41639391437778339      ,           7
   2.23877549     ,  0.72908410644531252      ,  0.53236895501911641      ,   3.5971482313457381E-004 ,  0.66437311345481675      ,           7
   2.15510225     ,  0.82669420166015628      ,  0.68346640098839995      ,   1.9998090087534858E-005 ,  0.66628672599908989      ,           7
   2.07142854     ,  0.88235795898437497      ,  0.77842454653680326      ,  -6.3251638822603656E-005 ,  0.66659225692450730      ,           7
   1.98775530     ,  0.91614764404296878      ,  0.83911711018234492      ,  -1.0534269189896097E-004 ,  0.66669951356925439      ,           7
   1.90408158     ,  0.93777192382812502      ,  0.87917681183218954      ,  -1.2571377044222424E-004 ,  0.66672969831926654      ,           7
   1.82040811     ,  0.95387001953124995      ,  0.90960913537740706      ,  -1.4220920199844249E-004 ,  0.66674614246833819      ,           7
   1.73673487     ,  0.96607635498046873      ,  0.93303155496269463      ,  -1.5659770772500557E-004 ,  0.66675529942962752      ,           7
   1.65306115     ,  0.97529111328124996      ,  0.95091282473206518      ,  -1.6934092204548513E-004 ,  0.66675915328427049      ,           7
   1.56938791     ,  0.98228696289062500      ,  0.96460177461802954      ,  -1.8217475428893763E-004 ,  0.66676183455894134      ,           7
   1.48571444     ,  0.98763161621093754      ,  0.97512594257593155      ,  -1.9537184407573098E-004 ,  0.66676353393084564      ,           7
   1.40204072     ,  0.99157519531250005      ,  0.98292796702682972      ,  -2.0926705521844534E-004 ,  0.66676463414617859      ,           7
   1.31836748     ,  0.99454835205078129      ,  0.98883069609850649      ,  -2.2431414441482069E-004 ,  0.66676539614663022      ,           7
   1.23469377     ,  0.99659581298828126      ,  0.99290592815130951      ,  -2.4077737371589988E-004 ,  0.66676585111618647      ,           7
   1.15102053     ,  0.99809714355468748      ,  0.99589944025278088      ,  -2.5930704199491982E-004 ,  0.66676623250961842      ,           7
   1.06734705     ,  0.99907015380859376      ,  0.99784198041409256      ,  -2.8031353258646183E-004 ,  0.66676642199669112      ,           7
  0.983673573     ,  0.99966496582031250      ,  0.99903041664958003      ,  -3.0460026913831101E-004 ,  0.66676652746870668      ,           7
  0.900000095     ,   1.0000087768554689      ,  0.99971767472177742      ,  -3.3319894257707590E-004 ,  0.66676658838212011      ,           7
   5.00000000     ,   4.2248535156249998E-004 ,   1.7099774777889251E-004 ,   3.4163851290402575E-005 ,   3.4557643462369447E-002 ,           8
   4.91632652     ,   2.3648681640625000E-004 ,   1.7299022525548935E-004 ,   3.5175511779980592E-005 ,  -1.3239642396095430E-002 ,           8
   4.83265305     ,   2.1439208984375000E-004 ,   1.6770204156637191E-004 ,   3.4692347070616996E-005 ,   2.9291259820842797E-002 ,           8
   4.74897957     ,   6.9792480468749995E-004 ,   2.0513495504856109E-004 ,   4.3093017735906428E-005 ,   8.7750724348971687E-003 ,           8
   4.66530609     ,   1.1043701171874999E-004 ,   1.8555521816015244E-004 ,   3.9770814956177148E-005 ,   2.7277658705403107E-002 ,           8
   4.58163261     ,   9.4700927734375003E-004 ,   1.9718097001314162E-004 ,   4.2841528025872760E-005 ,   7.2301092928764854E-002 ,           8
   4.49795914     ,   1.4244384765625001E-003 ,   2.2335406541824340E-004 ,   4.9205656956198948E-005 ,   3.8966110741320281E-002 ,           8
   4.41428566     ,   4.4318847656249998E-004 ,   2.1464968621730804E-004 ,   4.8581646089910306E-005 ,   1.3029052783439687E-002 ,           8
   4.33061218     ,   1.7823120117187500E-003 ,   2.4078796356916427E-004 ,   5.4867837935570636E-005 ,   6.6441896476232998E-002 ,           8
   4.24693871     ,   1.7883300781249999E-005 ,   2.4195964485406875E-004 ,   5.6972643619599520E-005 ,  -8.6274917942197327E-004 ,           8
   4.16326523     ,   6.3093261718749996E-004 ,   2.6203842461109160E-004 ,   6.2844985856516306E-005 ,  -6.8839575515634577E-002 ,           8
   4.07959175     ,   3.8615722656250003E-004 ,   2.5268139541149141E-004 ,   6.1901360189985398E-005 ,   2.6419408932053523E-002 ,           8
   3.99591827     ,   9.7653808593749995E-004 ,   2.6878117322921754E-004 ,   6.7025283403449677E-005 ,  -2.0911203013903146E-002 ,           8
   3.91224480     ,   1.7121582031250001E-004 ,   2.5661062896251678E-004 ,   6.5584165768096652E-005 ,   3.7273862652226319E-002 ,           8
   3.82857132     ,   4.4553222656249999E-004 ,   2.7034736275672911E-004 ,   7.0561275920982559E-005 ,  -1.7260985598488432E-004 ,           8
   3.74489784     ,   1.3310791015624999E-003 ,   3.3401697576045992E-004 ,   8.8719427200201770E-005 ,   3.4439648963966785E-002 ,           8
   3.66122437     ,   2.7154541015624999E-004 ,   3.1647454351186753E-004 ,   8.6419400845662327E-005 ,   5.8727045083681761E-002 ,           8
   3.57755113     ,   1.1128417968750001E-003 ,   4.0565230250358582E-004 ,   1.1304209674760612E-004 ,  -9.6422513246392505E-003 ,           8
   3.49387765     ,   2.3570800781250001E-003 ,   3.5699791014194489E-004 ,   1.0058797759085289E-004 ,  -9.6235779574003200E-003 ,           8
   3.41020393     ,   8.0241699218750004E-004 ,   3.9077754020690918E-004 ,   1.1440185897451266E-004 ,  -3.5065073815496728E-003 ,           8
   3.32653046     ,   2.8026611328124998E-003 ,   3.7948602735996245E-004 ,   1.1171733944392944E-004 ,   2.5263826914139975E-002 ,           8
   3.24285722     ,   6.4635253906249997E-003 ,   4.9940782487392426E-004 ,   1.4111957894811917E-004 ,   7.0639495023284260E-002 ,           8
   3.15918374     ,   5.5299438476562497E-003 ,   5.6461816281080251E-004 ,   1.6904300043883518E-004 ,   3.9173985684205381E-002 ,           8
   3.07551026     ,   2.9807983398437501E-003 ,   6.6153950542211534E-004 ,   2.1221010247291625E-004 ,   6.8819198598202291E-003 ,           8
   2.99183679     ,   2.6900024414062500E-003 ,   7.0047314614057540E-004 ,   2.3170950135311232E-004 ,  -7.0217296983021482E-002 ,           8
   2.90816331     ,   3.9287597656249996E-003 ,   8.9907831549644471E-004 ,   3.0384922206748232E-004 ,   9.3725313934514998E-002 ,           8
   2.82448983     ,   2.1486450195312501E-003 ,   1.1380465790629386E-003 ,   4.0128657930779373E-004 ,  -8.5612387313923399E-002 ,           8
   2.74081635     ,   2.8189941406249999E-003 ,   1.4349516481161118E-003 ,   5.2064961275255083E-004 ,  0.10242702591612662      ,           8
   2.65714288     ,   1.5240844726562501E-003 ,   1.3383016631007194E-003 ,   5.0278772986528364E-004 ,  -4.0195489352314873E-002 ,           8
   2.57346940     ,   5.0446289062500002E-003 ,   2.9836436659097672E-003 ,   1.1494970450365044E-003 ,   6.6136218227865307E-002 ,           8
   2.48979592     ,   8.4986572265624994E-003 ,   4.2741256237030026E-003 ,   1.6876477295209914E-003 ,  0.19663066116480721      ,           8
   2.40612245     ,   5.1684643554687500E-002 ,   4.8692414760589603E-003 ,   9.1347764136137893E-004 ,  0.35081657831911695      ,           8
   2.32244897     ,  0.31437006835937498      ,  0.10553168309926987      ,   2.8862391414285261E-003 ,  0.60019339843595709      ,           8
   2.23877549     ,  0.73058308105468750      ,  0.53490279012322428      ,   5.1418812583671090E-004 ,  0.66364110261132803      ,           8
   2.15510225     ,  0.83226037597656255      ,  0.69277301538586622      ,   5.3678178244889006E-005 ,  0.66615197376195412      ,           8
   2.07142854     ,  0.88275859374999999      ,  0.77912092285454271      ,  -6.8460961159090312E-005 ,  0.66661017017938629      ,           8
   1.98775530     ,  0.91580867919921871      ,  0.83849141940027472      ,  -1.0771823228998885E-004 ,  0.66670720430159292      ,           8
   1.90408158     ,  0.93757183837890623      ,  0.87879982758313413      ,  -1.2663560586892946E-004 ,  0.66673252235407354      ,           8
   1.82040811     ,  0.95328463134765629      ,  0.90849379788786178      ,  -1.4161136497205866E-004 ,  0.66674501892444415      ,           8
   1.73673487     ,  0.96597694091796871      ,  0.93284041531234985      ,  -1.5606013758855729E-004 ,  0.66675404914715453      ,           8
   1.65306115     ,  0.97497662353515624      ,  0.95030002661794422      ,  -1.6901359524439319E-004 ,  0.66675864642654603      ,           8
   1.56938791     ,  0.98236337890625003      ,  0.96475188001096246      ,  -1.8219091236190422E-004 ,  0.66676180759837300      ,           8
   1.48571444     ,  0.98759836425781256      ,  0.97506037923395639      ,  -1.9529315281049158E-004 ,  0.66676340101930798      ,           8
   1.40204072     ,  0.99154291992187504      ,  0.98286390045881267      ,  -2.0931031800793237E-004 ,  0.66676474209596193      ,           8
   1.31836748     ,  0.99456152343750004      ,  0.98885682245790962      ,  -2.2436949771755159E-004 ,  0.66676548390248369      ,           8
   1.23469377     ,  0.99668194580078129      ,  0.99307751576155423      ,  -2.4085756300561500E-004 ,  0.66676591501420557      ,           8
   1.15102053     ,  0.99809387207031253      ,  0.99589291870892049      ,  -2.5929925424768725E-004 ,  0.66676622312930334      ,           8
   1.06734705     ,  0.99906763916015628      ,  0.99783696323186155      ,  -2.8030656967028547E-004 ,  0.66676641408313264      ,           8
  0.983673573     ,  0.99967633056640626      ,  0.99905312940329316      ,  -3.0460967518037001E-004 ,  0.66676653072133751      ,           8
  0.900000095     ,   1.0000055664062499      ,  0.99971125659644600      ,  -3.3319581018291869E-004 ,  0.66676658719108217      ,           8
   5.00000000     ,   5.5550537109375000E-004 ,   1.7132240086793901E-004 ,   3.4202763439785885E-005 ,  -7.0485832690627692E-003 ,           9
   4.91632652     ,   4.8908691406249997E-004 ,   1.7911773324012756E-004 ,   3.6384590965450562E-005 ,   3.2916499106060204E-002 ,           9
