 Tiempo,  AverEnergy,  AverEnergy^2,  C_v
        4019 , -0.30764160156249998      ,   9.4788080453872686E-002 ,   9.0453401207935685E-004
        4020 , -0.31076660156250002      ,   9.6632725000381475E-002 ,   3.5527721047399347E-004
        4021 , -0.30895996093750000      ,   9.5508748292922968E-002 ,   3.2806769013401377E-004
        4022 , -0.31035156250000001      ,   9.6413409709930425E-002 ,   5.9573352336880422E-004
        4023 , -0.30937500000000001      ,   9.5804548263549810E-002 ,   5.7286024093628277E-004
        4024 , -0.31176757812500000      ,   9.7351789474487305E-002 ,   9.5479190349578857E-004
        4025 , -0.31201171875000000      ,   9.7483479976654047E-002 ,   8.2604587078091013E-004
        4026 , -0.30910644531249998      ,   9.5668107271194458E-002 ,   7.5820460915575552E-004
        4027 , -0.31086425781249999      ,   9.6752876043319697E-002 ,   7.2680786252022136E-004
        4028 , -0.31230468750000001      ,   9.7669672966003415E-002 ,   8.4659457206719482E-004
        4029 , -0.31435546874999998      ,   9.8969149589538577E-002 ,   9.3618035316477347E-004
        4030 , -0.31323242187500000      ,   9.8322594165801996E-002 ,   1.3002753257751118E-003
        4031 , -0.31149902343750002      ,   9.7180813550949097E-002 ,   9.3232467770565722E-004
        4032 , -0.31481933593750000      ,   9.9338930845260617E-002 ,   1.4232285320758646E-003
        4033 , -0.31845703125000002      ,  0.10156562328338622      ,   9.4214081764205232E-004
        4034 , -0.31503906250000002      ,   9.9348020553588864E-002 ,   6.1506032943718300E-004
        4035 , -0.31994628906250000      ,  0.10251340270042419      ,   9.2359259724617004E-004
        4036 , -0.31372070312500000      ,   9.8579895496368405E-002 ,   9.9509954452512914E-004
        4037 , -0.31623535156249999      ,  0.10023196339607239      ,   1.4197863638401760E-003
        4038 , -0.31638183593750002      ,  0.10034672617912292      ,   1.5578754246233645E-003
        4039 , -0.31425781250000001      ,   9.8847794532775882E-002 ,   5.6138634681700272E-004
        4040 , -0.31784667968750002      ,  0.10114988684654236      ,   7.7109411358820823E-004
        4041 , -0.31489257812499999      ,   9.9199581146240237E-002 ,   2.6403367519387683E-004
        4042 , -0.31479492187500002      ,   9.9163198471069330E-002 ,   4.2097270488723054E-004
        4043 , -0.31264648437499998      ,   9.7816681861877447E-002 ,   4.3036043643959743E-004
        4044 , -0.31140136718750000      ,   9.7063964605331426E-002 ,   5.8220699429515493E-004
        4045 , -0.31518554687500000      ,   9.9433934688568121E-002 ,   5.7503581047061575E-004
        4046 , -0.31491699218750002      ,   9.9380177259445188E-002 ,   1.2966580688952324E-003
        4047 , -0.31625976562500002      ,  0.10018870830535889      ,   1.0529309511184484E-003
        4048 , -0.31413574218750001      ,   9.8801451921463015E-002 ,   7.5117126107212759E-004
        4049 , -0.31250000000000000      ,   9.7759151458740229E-002 ,   6.4313411712643015E-004
        4050 , -0.31120605468750001      ,   9.7041922807693484E-002 ,   1.2044645845889906E-003
        4051 , -0.30883789062500000      ,   9.5483279228210455E-002 ,   6.4022839069369925E-004
        4052 , -0.30837402343749998      ,   9.5154196023941040E-002 ,   3.7286058068280309E-004
        4053 , -0.30627441406250000      ,   9.3869084119796747E-002 ,   4.0667131543156015E-004
        4054 , -0.30800781249999998      ,   9.4954562187194821E-002 ,   5.3593516349797338E-004
        4055 , -0.30600585937500002      ,   9.3679857254028318E-002 ,   2.5169551372515586E-004
        4056 , -0.30771484375000002      ,   9.4732987880706790E-002 ,   2.7851760387416838E-004
        4057 , -0.30607910156250001      ,   9.3758600950241092E-002 ,   4.6365335583681971E-004
        4058 , -0.30651855468750000      ,   9.4101554155349737E-002 ,   9.2456117272380484E-004
